"","rmax","topt","ctmin","ctmax","e","eh","q10","thermal_safety_margin","thermal_tolerance","breadth","skewness","orginalID","species","AIC"
"1",0.104985691224477,31.28,11.972,44.749,0.486347968666183,1.2828180134243,1.87760979443614,13.469,32.777,11.807,-0.79647004475812,1,"Gossypium hirsutum","-68.6276306263662"
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Gossypium hirsutum","NULL"
"3",0.113637010314554,26.646,-Inf,40.501,0.248335285288451,1.05644439396344,1.39084176452342,13.855,Inf,11.17,-0.80810910867499,3,"Camelina sativa","-36.1756842597396"
"4",0.107853038935306,30.377,-10.803,46.637,0.314514434258767,1.40888675633427,1.50476981722111,16.26,57.44,10.763,-1.09437232207551,4,"Nicotiana tabacum","-62.7946626182903"
"5",89.8027244751267,22.576,-21.172,57.971,NA,0.452431026961964,NA,35.395,79.143,16.887,NA,5,"Spinacia oleracea","69.4364185509378"
"6",102.390025072108,25.976,-27.853,63.269,NA,0.481254766814161,NA,37.293,91.122,18.216,NA,6,"Spinacia oleracea","52.7484765183873"
"7",94.6695233382728,30.096,-21.383,Inf,0.0224856405333566,NA,NA,Inf,Inf,22.51,NA,7,"Ipomoea batatas","70.0661629364585"
"8",85.0823356611855,27.085,-28.54,Inf,0.0660618678328598,0.181535930478717,NA,Inf,Inf,25.97,-0.115474062645858,8,"Ipomoea batatas","60.3995020358731"
"9",80.050110918505,26.887,-34.413,75.538,0.0646963059340952,0.250126915002035,NA,48.651,109.951,21.99,-0.18543060906794,9,"Ipomoea batatas","59.0214825657566"
"10",76.3314415877105,33.741,19.507,49.044,NA,0.746474398807708,NA,15.303,29.537,18.437,NA,10,"Triticum aestivum","62.7192371928865"
"11",97.4431834848395,17.957,14.714,Inf,NA,0.142121341367436,NA,Inf,Inf,14.209,NA,11,"Oryza sativa","59.2781520758631"
"12",81.6835930496723,27.157,-9.79,66.648,-0.0127897284466645,0.464296790384583,NA,39.491,76.438,16.809,-0.477086518831248,12,"Oryza sativa","58.131075544144"
"13",107.399490418618,20.025,15.708,Inf,NA,0.0591949008113881,NA,Inf,Inf,22.743,NA,13,"Oryza sativa","60.8738719780753"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Larrea tridentata","NULL"
"15",1.12296134923995,28.967,10.103,43.803,1.03608380054917,1.51088632353941,4.02881624394673,14.836,33.7,9.22,-0.474802522990238,15,"Larrea tridentata","-33.7626767613365"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Deschampsia antarctica","NULL"
"17",0.952307802549368,26.417,-26.606,35.857,0.0221940917295606,3.67834413706548,NA,9.44,62.463,11.575,-3.65615004533592,17,"Deschampsia antarctica","7.61268939197651"
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Pisum sativum","NULL"
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Pisum sativum","NULL"
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Quercus pubescens","NULL"
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"Triticum aestivum","NULL"
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Triticum aestivum","NULL"
"23",67.7011801107415,27.303,16.83,50.024,NA,0.0785383777801484,NA,22.721,33.194,16.931,NA,23,"Oryza meridionalis","56.6462395047689"
"24",0.169999789922237,25,-Inf,47.146,NA,0.164333447372817,NA,22.146,Inf,16.038,NA,24,"Oryza australiensis","6.87519645523364"
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Oryza australiensis","NULL"
"26",5.84313586694396,42.289,-7.762,50.333,0.403625705328629,3.30422574318479,NA,8.044,58.095,8.192,-2.90060003785616,26,"Nicotiana rusticum","25.5046622517533"
"27",3.26014945667793,43.211,10.075,47.685,0.592762986865737,7.60703445234377,2.12528058828204,4.474,37.61,9.233,-7.01427146547803,27,"Nicotiana rusticum","-12.2651904231742"
"28",92.9570327472098,27.022,4.462,36.804,0.341272151752222,NA,NA,9.782,32.342,16.077,NA,28,"Medicago sativa","46.5866753122856"
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Gossypium barbadense","NULL"
"30",84.1797292986826,18.628,13.728,Inf,NA,0.0878868433961141,NA,Inf,Inf,23.139,NA,30,"Nicotiana tabacum","57.8590914735175"
"31",75.1914964435422,20.156,13.729,Inf,NA,0.105492874831025,NA,Inf,Inf,24.728,NA,31,"Nicotiana tabacum","57.8408378502822"
"32",57.9173632444649,17.387,13.801,Inf,NA,0.141406774331026,NA,Inf,Inf,18.181,NA,32,"Nicotiana tabacum","55.430557639857"
"33",91.5502851673458,16.921,13.725,Inf,NA,0.166231037009385,NA,Inf,Inf,13.072,NA,33,"Nicotiana tabacum","54.4563069458267"
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"Nicotiana tabacum","NULL"
"35",74.0901277036694,28.677,-7.131,73.835,0.0104943875832447,0.158161982502423,NA,45.158,80.966,18.705,-0.147667594919178,35,"Nicotiana tabacum","59.8264182613777"
"36",137.470932419985,28.499,9.223,37.675,0.544161940178951,NA,NA,9.17599999999999,28.452,15.99,NA,36,"Hordeum vulgare","66.6910086785206"
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,"Hordeum vulgare","NULL"
"38",185.04326881643,23.308,12.629,Inf,NA,-0.142313525668469,NA,Inf,Inf,19.048,NA,38,"Brassica Rapa","67.1485937699319"
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"Brassica Rapa","NULL"
"40",116.112085816668,29.695,3.198,39.198,0.758946300808285,NA,2.77002570204541,9.503,36,11.814,NA,40,"Vicia faba","69.5785733793817"
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,"Vicia faba","NULL"
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"Chenopodium album","NULL"
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,"Chenopodium album","NULL"
