,OriginalID,rmax,topt,ctmin,ctmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness
49,49,6.163087199,17.166,-10.207,Inf,0.55588924,0.241863072,NA,Inf,Inf,16.498,0.314026168
50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,1.10E-05,17.5400857,-7.2769143,Inf,0.587996373,NA,2.379704588,Inf,Inf,18.362,NA
54,54,8.28E-06,20.9680793,-5.1589207,Inf,0.457771132,NA,1.935498816,Inf,Inf,18.594,NA
55,55,1.08E-05,14.4687963,-6.3852037,Inf,0.544445402,NA,2.237688704,Inf,Inf,21.05,NA
56,56,8.62E-06,19.591472,-9.381528,Inf,0.664735298,NA,2.668916545,Inf,Inf,15.043,NA
57,57,1.03E-05,20.3247866,-6.1762134,Inf,0.566512794,NA,2.247934174,Inf,Inf,13.892,NA
58,58,1.29E-05,21.527519,-5.550481,Inf,0.528203308,NA,2.128236018,Inf,Inf,14.901,NA
59,59,1.84E-06,18.2650543,-16.3449457,46.6260543,0.499132942,0.609985404,2.083558928,28.361,62.971,11.922,-0.110852462
60,60,9.24E-06,22.1316265,-3.4803735,Inf,0.547111347,NA,2.188613008,Inf,Inf,13.709,NA
61,61,1.67E-06,15.4350512,-7.9279488,38.5060512,0.693859965,NA,2.760157273,23.071,46.434,8.763,NA
62,62,6.12E-06,15.7383813,-7.5736187,Inf,0.611306647,NA,2.45562856,Inf,Inf,15.394,NA
63,63,6.45E-06,15.671924,-6.712076,Inf,0.728047586,NA,2.949597653,Inf,Inf,16.907,NA
64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,65,7.86E-06,14.7528666,-8.4291334,Inf,0.650342006,0.105962934,2.647839986,Inf,Inf,21.426,0.544379072
66,66,6.93E-06,14.5915215,-15.2914785,Inf,0.572194382,0.172647167,2.389075015,Inf,Inf,19.789,0.399547216
67,67,7.69E-06,15.3698723,-10.9641277,61.2538723,0.764876033,NA,3.183828042,45.884,72.218,12.746,NA
68,68,8.49E-06,14.0568225,-12.3831775,44.3198225,0.775727865,0.64396117,3.24690087,30.263,56.703,10.638,0.131766695
69,69,7.11E-06,4.080499,-2.888501,Inf,NA,0.157823934,NA,Inf,Inf,13.643,NA
70,70,9.27E-06,16.0951831,-6.7718169,Inf,0.907773664,NA,3.8910377,Inf,Inf,13.882,NA
71,71,5.92E-06,12.5079576,-8.6040424,Inf,0.722392551,0.274259607,2.955832457,Inf,Inf,14.697,0.448132944
72,72,6.55E-06,15.120713,-7.901287,Inf,0.427823614,NA,1.87277197,Inf,Inf,23.332,NA
73,73,2.13E-07,16.7325124,#NAME?,23.5215124,NA,2.214329035,NA,6.789,Inf,9.749,NA
74,74,6.84E-06,11.5091213,-7.9848787,Inf,0.59800687,0.093772762,2.457151031,Inf,Inf,25.256,0.504234108
75,75,5.34E-06,10.4785164,-8.9954836,77.3485164,1.070748,0.378437827,5.214441456,66.87,86.344,12.6,0.692310173
76,76,5.35E-06,26.325,-20.185,61.088,0.338540611,0.603041864,1.592300276,34.763,81.273,15.421,-0.264501252
77,77,5.56E-06,30.087,#NAME?,51.076,0.08200972,0.953126504,1.114416583,20.989,Inf,22.462,-0.871116784
78,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,80,0.000233083,23.52312,-22.50088,66.53712,0.36403823,0.408653067,1.675333662,43.014,89.038,16.918,-0.044614838
81,81,0.000325441,28.7602066,-20.2027934,60.2062066,0.354038639,NA,1.628538252,31.446,80.409,15.118,NA
82,82,7.55E-06,22.072186,#NAME?,41.056186,NA,0.8873247,NA,18.984,Inf,10.912,NA
83,83,9.24E-06,24.918333,-0.015667,50.964333,NA,0.822546756,NA,26.046,50.98,9.624,NA
84,84,3.81E-06,21.217429,-35.374571,50.272429,0.141379234,0.765706562,1.215762793,29.055,85.647,15.839,-0.624327327
85,85,2.61E-06,14.98002287,-10.35597713,Inf,0.221974896,NA,1.380806108,Inf,Inf,15.522,NA
86,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,90,5.22E-06,20.374,14.965,Inf,NA,0.11373885,NA,Inf,Inf,12,NA
91,91,7.00E-06,20.347,14.938,Inf,NA,0.114062108,NA,Inf,Inf,12,NA
92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,93,5.63E-06,25.886,-14.811,44.159,0.263693097,NA,1.427054534,18.273,58.97,10.126,NA
94,94,4.14E-06,24.518,#NAME?,41.221,0.089476754,NA,1.125628245,16.703,Inf,11.204,NA
95,95,5.95E-06,27.873,#NAME?,31.099,0.112715721,NA,1.164249243,3.226,Inf,11.411,NA
96,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,99,0.000283324,18,9.07,Inf,NA,0.042260113,NA,Inf,Inf,12,NA
100,100,6.74E-05,30,10.82,Inf,0.030473982,NA,1.041250254,Inf,Inf,12,NA
101,101,8.53E-05,26.055,-26.076,73.262,0.031987298,NA,1.042710837,47.207,99.338,12,NA
102,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,103,7.61E-05,25.849,-21.599,61.481,0.34622753,NA,1.59527564,35.632,83.08,12,NA
104,104,6.57E-05,23.898,-17.51,61.06,NA,0.261560788,NA,37.162,78.57,12,NA
105,105,8.54E-05,27.761,#NAME?,31.123,0.078309802,NA,1.110850979,3.362,Inf,11.429,NA
106,106,5.12E-06,45.44968,4.56268,Inf,0.413865194,NA,1.665063425,Inf,Inf,6.681,NA
107,107,8.34E-05,34.945,0.951,78.407,0.596165028,0.174015899,2.185163942,43.462,77.456,12.064,0.422149129
108,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,109,1.60E-05,24.817,-19.306,67.619,0.377881342,0.248864922,1.693116283,42.802,86.925,16.482,0.12901642
110,110,3.10E-05,20.7398503,-21.2821497,Inf,0.274934124,0.262829605,1.474366165,Inf,Inf,18.852,0.012104519
111,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,112,2.53E-05,21.844588,-19.373412,54.639588,0.350965952,0.748362446,1.637059192,32.795,74.013,14.057,-0.397396494
113,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,114,2.11E-05,22.096607,-17.428393,65.247607,0.350458985,0.340175688,1.634745647,43.151,82.676,15.583,0.010283297
115,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,116,2.87E-05,29.897485,#NAME?,52.955485,0.109091016,0.950470618,1.156567471,23.058,Inf,24.629,-0.841379602
117,117,3.85E-05,34.582182,#NAME?,60.761182,0.18949127,0.446438731,1.289271617,26.179,Inf,22.083,-0.256947462
118,118,4.92E-05,36.654939,#NAME?,75.701939,0.19472207,0.269311681,1.292045417,39.047,Inf,22.657,-0.074589611
119,119,1.74E-05,26.512,21.968,79.088,NA,0.528509809,NA,52.576,57.12,5.714,NA
120,120,1.60E-05,32.282,#NAME?,85.151,NA,0.28104592,NA,52.869,Inf,17.494,NA
121,121,1.54E-05,29.473,-13.142,85.242,NA,0.27431307,NA,55.769,98.384,13.772,NA
122,122,1.57E-05,31.324,#NAME?,77.778,NA,0.363574863,NA,46.454,Inf,15.766,NA
123,123,1.71E-05,31.544,-21.651,74.805,NA,0.404152291,NA,43.261,96.456,15.267,NA
124,124,1.57E-05,27.489,14.481,Inf,NA,0.390552588,NA,Inf,Inf,9.137,NA
125,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,126,1.46E-05,42.174,-0.465,79.571,0.410681969,NA,1.658822441,37.397,80.036,10.69,NA
127,127,1.57E-05,28.045,5.331,93.839,NA,0.356765805,NA,65.794,88.508,10.86,NA
128,128,1.57E-05,30.085,-9.47,84.999,NA,0.405619335,NA,54.914,94.469,14.012,NA
129,129,1.56E-05,30.414,#NAME?,79.27,NA,0.346477883,NA,48.856,Inf,15.465,NA
130,130,1.57E-05,33.251,#NAME?,76.103,NA,0.212424556,NA,42.852,Inf,19.038,NA
131,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,133,8.13E-06,16.376,1.746,Inf,0.977712027,NA,4.037561424,Inf,Inf,7.627,NA
134,134,-5.32E-07,5,5,5,NA,-0.452049642,NA,0,0,#NAME?,NA
135,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,138,3.46E-05,37.083051,-14.627949,58.580051,0.322552443,0.863181881,1.503121335,21.497,73.208,12.982,-0.540629438
139,139,5.51E-05,32.249474,-25.347526,52.562474,0.237197548,0.823812326,1.356667006,20.313,77.91,13.476,-0.586614777
140,140,6.31E-05,40.948317,#NAME?,54.174317,0.102563851,1.295708365,1.134523306,13.226,Inf,20.632,-1.193144514
141,143,5.36E-06,28.158516,-16.210484,32.748516,0.447217891,5.696684469,1.847154421,4.59,48.959,6.143,-5.249466578
142,144,0.030271209,28.131,-23.245,43.219,0.382148241,NA,1.695548361,15.088,66.464,10.959,NA
143,145,0.004947677,30.513,-20.306,69.451,0.310557597,NA,1.522132736,38.938,89.757,13.558,NA
144,146,0.02136162,29.323,-10.772,Inf,0.353103381,NA,1.626384215,Inf,Inf,16.861,NA
145,147,0.006926928,28.293,-18.887,46.596,0.391470115,NA,1.711810874,18.303,65.483,11.43,NA
146,148,0.034635001,32.255,-3.649,57.462,0.537716959,NA,2.051863558,25.207,61.111,11.477,NA
147,149,0.002021712,38.539,4.524,41.326,0.668598765,NA,2.370781042,2.787,36.802,4.477,NA
148,150,4.26E-06,54.265781,1.879781,Inf,0.322487972,NA,1.478762645,Inf,Inf,12.191,NA
149,151,4.15E-06,54.830553,4.935553,Inf,0.315990693,NA,1.459968605,Inf,Inf,14.034,NA
150,152,1.41E-05,44.0606397,-2.8513603,72.8166397,0.439991307,0.496279918,1.739776808,28.756,75.668,14.118,-0.056288611
151,153,1.43E-05,45.7331864,-7.3728136,64.3901864,0.399009708,NA,1.648368143,18.657,71.763,12.318,NA
152,154,1.80E-05,45.786791,2.763791,59.288791,0.501175346,1.514349754,1.851101753,13.502,56.525,9.367,-1.013174408
153,155,1.80E-05,45.545353,4.942353,71.132353,0.513050971,NA,1.890269809,25.587,66.19,10.411,NA
154,156,3.16E-05,41.067606,1.355606,76.396606,0.540160323,0.487389686,1.999021846,35.329,75.041,14.213,0.052770637
155,157,3.17E-05,40.0307194,3.7677194,78.2997194,0.515262462,0.555227302,1.92452637,38.269,74.532,14.044,-0.03996484
156,174,0.000113103,23.1195406,-15.5604594,61.2405406,0.402948419,0.441353667,1.762664648,38.121,76.801,14.529,-0.038405248
157,175,7.30E-05,21.5772366,-13.4877634,Inf,0.355099841,0.286648067,1.648690172,Inf,Inf,17.906,0.068451774
158,176,4.36E-05,21.9125357,-21.8414643,54.5935357,0.329661492,0.558988273,1.590107284,32.681,76.435,14.474,-0.229326781
159,177,6.72E-05,21.729607,-18.201393,70.273607,0.309615469,0.413579665,1.54508554,48.544,88.475,16.488,-0.103964196
160,178,7.21E-05,21.0395047,-22.4024953,62.3855047,0.304280671,0.438548866,1.535779132,41.346,84.788,16.086,-0.134268195
161,179,9.60E-05,24.905095,-30.062905,56.385095,0.289956435,0.364605233,1.504275233,31.48,86.448,16.162,-0.074648798
162,180,6.46E-05,21.8241567,-29.3638433,53.7351567,0.277334343,0.555079762,1.478395765,31.911,83.099,15.63,-0.277745419
163,181,6.06E-05,22.387245,-22.697755,63.806245,0.315537701,0.392803217,1.559888464,41.419,86.504,16.453,-0.077265516
164,182,8.54E-05,22.3932366,-11.7037634,55.6942366,0.460888015,0.615363943,1.909668872,33.301,67.398,12.768,-0.154475928
165,183,5.83E-05,21.5069863,-26.6430137,57.0139863,0.27039854,0.535223312,1.463114709,35.507,83.657,15.892,-0.264824772
166,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,197,6.17E-07,25.10759,-6.27841,41.61759,0.559891449,NA,2.151632586,16.51,47.896,8.68,NA
180,198,6.72E-07,28.27559,-30.02041,31.11659,0.326713283,NA,1.570496089,2.841,61.137,6.883,NA
181,199,6.19E-07,23.05559,-29.23541,39.12159,0.351152891,NA,1.640309548,16.066,68.357,11.416,NA
182,200,8.88E-07,19.4145737,-4.6174263,53.7245737,0.863355278,0.429016177,3.446264207,34.31,58.342,10.687,0.434339101
183,201,2.64E-05,20.81397,-28.30603,83.80897,NA,0.25184994,NA,62.995,112.115,16.719,NA
184,202,2.72E-05,26.758132,-9.519868,Inf,0.278657756,0.105250356,1.457961815,Inf,Inf,17.177,0.1734074
185,203,2.41E-05,31.25195,-7.73905,Inf,0.224480523,NA,1.337536791,Inf,Inf,17.875,NA
186,204,2.32E-05,34.440803,#NAME?,51.568803,0.109228332,0.826951282,1.15381313,17.128,Inf,25.125,-0.71772295
187,205,2.72E-05,36.373003,-33.765997,54.301003,0.251771874,1.200453306,1.379851209,17.928,88.067,14.422,-0.948681431
188,206,2.34E-05,39.485497,-31.395503,63.786497,0.249287484,0.58753242,1.369370155,24.301,95.182,16.648,-0.338244937
189,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,210,0.002136498,21.5243065,-5.0866935,59.0713065,0.688327789,NA,2.644539389,37.547,64.158,11.757,NA
193,211,0.0007906,23.8355678,-24.1194322,50.0145678,0.404999577,NA,1.781132868,26.179,74.134,13.696,NA
194,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,218,6.25E-06,22.936354,-6.158646,37.303354,NA,1.37440396,NA,14.367,43.462,7.786,NA
199,219,6.32E-06,21.898031,13.189031,63.524031,NA,0.612760083,NA,41.626,50.335,6.74,NA
200,220,1.35E-05,24.48,7.223,71.805,0.769183441,NA,2.812239014,47.325,64.582,10.268,NA
201,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,233,7.59E-07,18.852012,3.705012,Inf,0.132831565,0.213082729,1.200758587,Inf,Inf,11.206,-0.080251164
208,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,237,3.92E-05,33.097961,-8.297039,85.270961,0.53546199,-0.239946791,2.056622919,52.173,93.568,15.318,0.775408781
210,238,2.68E-05,38.175728,-32.780272,41.274728,0.270086206,NA,1.423983316,3.099,74.055,8.417,NA
211,239,6.30E-05,33.4296194,1.6256194,54.9306194,0.675061077,0.529517721,2.447808498,21.501,53.305,9.99,0.145543356
212,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,243,2.32E-05,39.326303,#NAME?,50.621303,0.243451682,3.132156904,1.356186611,11.295,Inf,12.34,-2.888705221
216,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,245,4.58E-05,34.357477,#NAME?,55.804477,0.225510736,NA,1.333137287,21.447,Inf,14.721,NA
218,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,247,2.99E-05,46.825595,#NAME?,53.599595,0.019360282,1.721048424,1.023954534,6.774,Inf,25.669,-1.701688142
220,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,249,1.20E-05,45.864785,-17.483215,50.743785,0.335856102,NA,1.532601477,4.879,68.227,8.363,NA
222,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,254,2.79E-07,3.005,#NAME?,34.546,NA,0.200523721,NA,31.541,Inf,9.147,NA
227,255,6.02E-07,7,0.548,Inf,NA,0.183147169,NA,Inf,Inf,5.983,NA
228,256,2.12E-06,19.517113,11.340113,34.022113,2.54355643,1.592064514,NA,14.505,22.682,4.143,0.951491916
229,257,2.31E-06,23.585737,-20.125263,47.689737,0.378534839,0.596905163,1.68731119,24.104,67.815,12.53,-0.218370324
230,258,5.90E-06,20.509424,9.761424,34.174424,2.095245384,1.529989778,NA,13.665,24.413,4.625,0.565255606
231,259,4.82E-06,20.141297,12.221297,39.201297,3.130910647,1.170791393,NA,19.06,26.98,4.502,1.960119254
232,260,6.61E-06,25.144122,2.669122,27.580122,0.958560672,0.778943061,3.665761587,2.436,24.911,3.019,0.179617611
233,261,7.77E-06,34.123229,19.614229,36.566229,1.647506021,NA,NA,2.443,16.952,2.282,NA
234,262,1.37E-06,30.956273,9.347273,53.638273,0.834704008,NA,2.981562251,22.682,44.291,8.325,NA
235,263,9.97E-06,31.195105,15.783105,Inf,1.019927811,NA,3.794556491,Inf,Inf,10.596,NA
236,264,3.56E-06,29.314578,-0.360422,41.563578,0.646032304,NA,2.353991816,12.249,41.924,7.29,NA
237,265,6.29E-06,34.2895275,17.8015275,36.7705275,1.440057003,NA,NA,2.481,18.969,2.531,NA
238,266,0.024023184,38.168,#NAME?,41.773,NA,4.809238598,NA,3.605,Inf,19.957,NA
239,267,0.011058401,31.469,-11.286,57.447,NA,0.906929428,NA,25.978,68.733,12.826,NA
240,268,0.006235626,33.153,#NAME?,Inf,NA,0.140260008,NA,Inf,Inf,22.025,NA
241,269,0.019873214,36.987,#NAME?,45.216,NA,1.876457906,NA,8.229,Inf,21.355,NA
242,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,271,0.031100671,36.533,#NAME?,46.222,NA,2.637401619,NA,9.689,Inf,20.754,NA
244,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,278,1.93E-05,37.801218,#NAME?,51.806218,0.187934876,0.916549004,1.278671298,14.005,Inf,17.177,-0.728614128
251,279,0.007684153,20.6148496,-36.2881504,74.8508496,0.226172164,0.135850466,1.376277625,54.236,111.139,20.394,0.090321698
252,280,0.010863962,24.1591834,-31.6748166,51.8191834,0.262971608,NA,1.440525583,27.66,83.494,14.761,NA
253,281,9.43E-17,5.0117736,#NAME?,Inf,NA,-0.495304527,NA,Inf,Inf,15,NA
254,282,1.48E-09,27.5022286,-16.6897714,30.8932286,0.454112056,NA,1.860258105,3.391,47.583,5.68,NA
255,283,1.18E-09,23.6933765,-43.9246235,30.3293765,0.29783189,1.548425326,NA,6.636,74.254,9.8,-1.250593436
256,284,9.44E-10,17.9340035,5.0140035,29.5690035,1.629849073,1.55993007,NA,11.635,24.555,4.628,0.069919003
257,285,7.53E-10,21.7846135,0.7566135,32.0216135,0.912602276,1.810754526,3.58971844,10.237,31.265,5.584,-0.89815225
258,286,1.03E-09,17.5974975,-11.6675025,34.6364975,0.715045769,0.851565977,2.785869562,17.039,46.304,8.557,-0.136520207
259,287,9.36E-10,21.419517,-0.852483,45.125517,0.794704775,0.873606185,3.04551505,23.706,45.978,8.672,-0.07890141
260,288,9.19E-10,24.9592113,-7.4207887,27.5142113,0.637856392,3.849094784,2.402076117,2.555,34.935,4.022,-3.211238392
261,289,1.03E-09,27.139993,-3.904007,29.770993,0.678343146,NA,2.518094595,2.631,33.675,3.9,NA
262,290,0.018782963,26.053371,-4.050629,80.355371,0.451840083,NA,1.846922598,54.302,84.406,14.759,NA
263,291,0.013262573,20.956157,1.252157,63.256157,0.744565218,NA,2.812578485,42.3,62.004,10.476,NA
264,292,0.028274777,20.685667,2.143667,66.735667,0.769326316,NA,2.911115074,46.05,64.592,10.51,NA
265,293,0.003342293,28.429269,2.654269,84.352269,0.793153424,NA,2.926128067,55.923,81.698,12.662,NA
266,294,0.002204863,25.874269,-14.077731,42.284269,0.430465669,NA,1.798131678,16.41,56.362,9.735,NA
267,295,0.003140532,25.05106,-5.64494,35.66906,0.590575359,NA,2.229854068,10.618,41.314,6.905,NA
268,296,80.66314625,18.554382,-26.709618,34.167382,0.387822809,1.087444184,NA,15.613,60.877,10.368,-0.699621375
269,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
